Comment,Label
"Khoa Học thật thú vị, mê tín toàn lũ xàm lone",2
Xin nhạc ạ,1
lam nua di anh,1
Hic,1
Xin tên nhạc ạ,1
Nhạc:warriyo mortals,1
Anh ghê vay,2
Cục sạc,1
hay qua hi hi 😀😀😀,2
Cháy vở ạ,1
Ai lúc nổ bóng giật mình k 🥺🥺🤫🤫,1
Chắc học lí giỏi lắm,2
Em là phan của anh nè,2
"CHÚC NHỮNG AI ĐỌC COMMENT NÀY
 1. LUÔN ĐẸP TRAI XINH GÁI
 2. LUÔN MẠNH KHỎE
 3. LUÔN MAY MẮN
 4. LUÔN THI CỬ ĐẬU ĐẠT
 P/S: MIK CÓ LÀM VIDEO VỀ RUBIK MONG MN QUA ỦNG HỘ VS NHA!",2
Hay,2
Hay quá à !!!!😂😂🤣🤣🤣,2
Anh cần bình luận hay hơn nha,2
Hay quá thế là mình làm được nhiều điều,2
"đm, cho nước vào nồi mà chẳng giống trong clip.Vãi cặc",0
Mấy cái này học sinh lớp 6 biết hết anh ạ :v,1
hay quá vậy anh!,2
Anh dạy vật lý đảm bào học sinh đến um xùm lun,2
Nước gì mà màu xanh vậy,1
hay,2
Ok anh chay nha,1
Chưa,1
"May quá , tí nữa thì bị bỏng",1
Thí nghiệm que diêm giống như trọng lực bên trên của ngôi sao nén vào trung tâm,1
Ngầu ko thể chê,2
nhạc là warriyo nha,1
cho anh 1 đăng kí và like,2
Bình luận công khai...,1
Làm đầy,1
Hahaha123,1
Rất giỏi,2
Em thu lam bong bong co dau,1
Tôi ghét video này,0
Cho em xin tên bài nhạc 🎵 trong video đi anh,1
Em mới đang ki kenh,2
Vô lý vl,0
"Em thử rồi.Không nguy hiểm,",1
Cho hỏi là bài hát đó tên gì,1
Ui,1
*1:39** hiện tượng Ma Xác*,1
sao lôn,0
em ko làm được thí nghiệm 1 đầu tiên em hơ lon nóng lắm mong anh trả lời,1
chỗ 2:44 lúc đổ nước vô keo to vãi,1
Giong 1 do Singapore,1
Anh lam nhieu video hon di,2
Ghê,2
Hay wa,2
Anh chơi gudam ak,1
Hay,2
Hay quá anh oi,2
Co ai thứ đốt lốp Xe máy rồi lăn lốp Xe Đang cháy vào cây xăng chưa,1
Tạo ko giỏi vật lý🧐🧐,1
Anh ơi anh hay lam nhieu kenh,2
"E từng cho nước vào thao đang nấu nến, kết quả là nó phực lửa lên:) làm e muốn sợ muốn đứng tim, ngỡ đâu bị cháy nhà r nhưng không sao:)))))",1
video bạn làm hay quá,2
Minh tu nho roi can hương dan,1
Em live,1
Tao đổ 1 ca nước vào mà đéo thấy gì thằng sạo lìn,0
Ai ghet hoa hoc cho xin like,1
Em tự hào vì anh là người Việt Nam,2
Tôi làm cái lon để vào nước ko có bị mốp,1
"Kênh rất có tiềm năng 
 Hãy phát triển nha bn",2
Anh ơi bóng bóng ko tích điện mà do ma sát tạo ra nhiệt và hút giấy,1
*thích nhưng vẫn nhấn Dislike có đc k* (￣∇￣),2
Vật Lý + Hoá Học,1
Đúng là khoa học 😍,2
Quá chán,0
Có nhiều cái bạn chơi mà tui chưa chơi nữa,1
Hay quá anh,2
hay,2
Best Vật Lý,1
Mày nói tao lên được không,1
Anh ơi đã làm theo anh là làm lấy một cái lon và ngăm với nước nóng rồi em bỏ vào nước mà nó có bốn cục đá mà không được dạy anh,1
Chào anh em là người mới đăng kí,1
Vật lý thật hay,2
Nước ấm mà cho đá vào,1
Ngầu quá ad ơi em luôn ủng hộ,2
Ai bất cẩn sẽ làm cháy nhà đấy,1
Xàm 🤣,0
Cho xin link nhạc ạ,1
Lâu lắm rồi mình chưa thấy kênh nào làm video chi tiết và vó tâm như vậy cảm ơn bạn đã cho tôi và mọi người những video bổ ích . chúc bạn thành công ❤,2
Ad giỏi Vật Lí và cả Hóa Học nữa😄,2
Hay quá chị ủng hộ e,2
Dụi🤣🤣,1
Tên nhạc là gì vậy anh,1
Sức căng bề mặt của nước,1
Nếu ở ấn độ thì 7 thí nghiệm này đều sai :)),1
Lý,1
Like liền,2
Hay,2
Clip hay nhưng anh nói hơi gượng quá ạ:(,2
Tại sao em lại làm không được,1
Tôi rất bức xúc khi tôi thực hiện thí nghiệm đầu tiên không thành công dù tôi là đã làm đúng theo thằng này chỉ,0
Nhac xuan remix,1
Hay quá,2
Mọi người ơi nhạc này là nhạc gì vậy mọi người chỉ mình với,1
Bổ ích vl :v,2
Chắc anh giỏi hóa học lắm,2
Làm chi để mấy đưa nhỏ nó cười.,1
Hay quá ad ơi 👍,2
Cho em xin link nhạc đầu clip đi,1
Anh ơi anh thường xuyên ra video đi,1
Video hay,2
Video quá hay bn ơi,2
A thích thí nghiệm thứ nhất,2
Hay quá,2
:v ông này nói như chơi ko thik thì nhấn địt like :))),1
9:30p trên vtv7 xem đi sẻ g mấy cái này là chuyện nhỏ,1
Chúc anh thành công trong tương lai,2
Cho vào thì bốc hơi ngay chứ,1
Ah e đg kí ủng hộ mik kênh,1
Bóp chanh nx,1
Cái giọng nói dễ thương quá à 😆😆😆,2
Chó còn bt nói chi tới ng,0
Hay,2
hay anh hãy làm về nhưỡng trò tụ tập của trẻ con thời xưa đi,2
Xin link nhạc,1
Link nhạc 2:35 là gì v?,1
nước bốc hơi mà,1
1:46 mình mới học xong hôm qua,1
cho mình xin tên nhạc đầu video đc ko ạ?,1
Vừa xem 2 video bấm đk liền lun,1
Làm về các thí nghiệm hóa học đi .bn ê và nhớ để phương trình cho ngta xem nha ba,1
Cho xin nhạc nền ạ,1
"""em đã từng thử bóp võ cam vào mắt....và kết quả*
 😑😑",1
Hôm nay mik thử nghiệm vài cái rồi đúng thật,2
Hay,2
10.0000.0000.0000like,2
Anh làm rất hay,2
Làm bằng thước với bút cũng được,1
Phần đầu tiên em thử làm rồi nhưng ko đc anh ơi,1
Hay quá,2
Đóng 200k tiền internet là phải đc xem những thứ ntn,2
Hay lắm anh có thể làm tại nhà. A suy nghĩ video thí nghiệm khác nữa đi a,2
Vỏ chanh đc ko anh,1
Ui ui giơ mơi biết nhiều trò hay thê này :)),2
Thích cái trò với lửa quá,2
"em đăng kí cho anh rồi đó
 cho em hỏi nhạc trong video là j z ạ nghe hay quá",1
Xem ông này hay vkl,2
Hay quá a ơi.,2
mọi người vô đăng kí kênh cho mình nha,1
1000 like,2
E thích cái thí nghiện bằng vỏ cam,1
Beat lý,1
T biết hết những cái trò mèo này từ lâu rồi :v,1
Hay bạn hãy ra nhiều video hay nữa,2
Và cái kết cháy nồi,1
Anh ơi cho em xin tên nhạc nền trong video được ko anh ?,1
1:46 em làm rồi bằng bút cơ,1
Giọng của anh nghe vui vui,2
Kênh chất lượng đấy!,2
2:23 e làm thử và kết quả là suýt gây hỏa hoạn :) may mới cháy cái hộp giấy :),1
A làm ảo thuật dễ làm đi ạ mong a trả lời,1
những hiện tượng vật lý quá bình thường,1
Wow hay quá,2
Hay lắm em ủng hộ anh,2
Hay quá ah ơi,2
Cố lên nha kênh v:,2
"2:23 để dầu ăn vào trước và làm nóng nồi, sau khi nóng max thì đổ nước vào. Làm thử đi mấy chụy :))",1
Kênh này làm nhiều cái hay quá,2
học giỏi lí thế,2
E thik xem kênh a là z,2
Sao cau like,0
Phần 4 hơn 10 năm chưa thấy 😂,1
Mê giọng ô này vãi giọng ổng hay wa tr,2
"Phần dẫn nhập vào cốt rất hay và cốt đc kết nối mạnh mẽ. Chỉ có điều, phần mô tả trận cuối đánh trùm cuối còn hơi nông, qua loa. Hơi đáng tiếc.",0
đợi mãi mà ma trận k thấy ra thêm phần tiếp theo,1
Phim chán thật😞😞,0
Review đỉnh thật..,2
Mới xem cả 3 phần,1
K biết có phần 4 k nhỉ? Và ngóng jonwick phần tiếp theo quá,1
Quá hay. Thực sự phim này nó trừu tượng quá. Mình xem từ những năm phim mới ra cho đến mãi sau này cũng kha khá lần mà không thể hiểu trọn vẹn. Đến bây giờ mới ok. Cảm ơn video rất nhiều.,2
Có khi chúng ta cũng đang lạc trong ma trận và đạo diễn là người thấy đk điều đó,1
Có ai hiểu cốt truyện gửi gắm điều gì không... Mình nghe nói ý nghĩa nó rất khủng khiếp... Ma xem hoài ko hiu nói về gi,1
Máy Nhân tạo sao thắng được máy do chúa tạo 😂,1
Xem nhiều lần vẫn ghiền,2
"thật ra Smith không chết mà sau này trở thành red skull, lập ra Hydra bất tử :))))",1
Neo bị mù nên ko thể chứng kiến trinity bỏ mạng dc,1
Neo nhìn giống leesin quá😂😂😂,1
6:45 ông kia giống yasuy ở vietnam idol 2012 vl,1
xem phim này với John Wick mà mắt cứ nhìn vào quả răng thưa của Laurence Fishburne,1
Phê phim quá xuất sắc với series này.,2
"Viên đỏ thì sao 
 Cũng vậy như vị dâu 😂😂🤣🤣🤣😂🤣",1
hay !,2
"Vừa xem lại phim và xem các trang khác đều ko hiểu, vô tình thấy 1 bạn cmt bên kia là bên phê phim review dễ hiểu, qua thử bên này đúng dễ hiểu hơn cả xem phim",2
OK em. Đẳng cấp cao.,2
Phim khó hiểu vl,0
"Có khi nào chúng ta cũng đang bị người máy chí tuệ nhân tạo,hoặc là thực thể người ngoài hành tinh khống chế trong ma trận ko nhỉ :))),vì thi thoảng lại thấy lỗi hệ thống🤣🤣",1
Tuyệt vờiii,2
Lú,0
Phần 4 chắc là đám robot lỡ tay giết thú cưng của Neo nên Neo quyết định xóa xổ thành phố robot 😂,1
Hãy kết bạn với mình nhé,1
33:20 nhìn sợ zl,1
xem phim nhiều lần nhưng lần tóm tắt này mới hiểu đk cốt truyện đầy đủ nhất. cảm ơn nhóm phê,2
22:13 meme huyền thoại :v,1
Cũng may xem tóm tắt chứ xem phim trước chắc khó gỡ cục rối não 🤪,1
Phê phim vẫn là đỉnh nhất,2
Góp ý.: khi các bạn đọc một từ tiếng anh hãy cho hiển thị từ đó lên màn hình.. nhịn dễ nhớ hơn nghe..,1
"1 thời xem nhạc phim mà mê, những năm 2003nay 2021/07/10😌",2
Xứng đáng nhận like share và đăng kí ❤️❤️,2
Phim coi lâu lắm luôn,0
26:10 Khi anh Linh k nhịn được cười,1
Video chất lượng.giọng đọc hay,2
anh đc lên vtv :v,1
Phê phim lên vtv24 kìaaa,1
Phim ma trận lúc đó mê phim này vl,2
"Trong các biên tập , mình thích giọng đọc và cách dẫn dắt hài hước của Linh nhất !",2
Mk hơi lú đoạn lão kiến trúc sư tạo ra ma trận là người hay robot vậy,1
phần 4 chú già r nhưng vẫn trắng,1
Hơn 10 năm rồi đã có phần 4 đâu mà nói cái kết mở như đúng rồi,1
Có ng chỉ tận tình tại nhà yên chí đi về mn sao cũng đc..😅😅,1
Matrix có lẽ là Cảm hứng để phim Ấn Độ bắt chước theo,1
Chờ phần 4 mấy chục năm roài,2
Ông kiến trúc sư là robot hay con người hay cũng chỉ là 1 phần mềm??,1
"đoạn đầu tương tự cốt truyện Detroit: become human, người máy tự vệ giết chủ về sau cách cmn mạng luôn",1
"Ad cho mình hỏi cái bộ phim hoạt hình kia tên là j vậy, tò mò nội dung quá",1
5:00 viên màu xanh vị bạc hà. viên màu đỏ vị dâu tây. :),1
Nghe cuốn quá :)) chắc p tìm xem thoi vì ch xem baoh :v,2
Keanu Reeves trẻ nhìn mlem vl :>>>>>>>>>>,2
Vậy zion cũng là giả à,1
Cuốn quá :3,2
Người máy nhưng nhân quyền hơn con người. Thay vì chế ra mấy cục pin ko có ý thức ( người thực vật) thì cái này nó vẫn giữ ý thức của con ng.,1
"mình chưa từng coi một tóm tắt phim nào hay hơn tóm tắt này, thật phấn khích. Nếu có thể được kết nối với giọng đọc tóm tắt và người xây dựng bản tóm tắt này thì tuyệt vời biết bao!. Thanks!",2
Khi robot ngủm củ đẻo :))),1
26:11 Anh Linh vừa đọcvừa cười 🤣🤣,2
Mình vẫn đang chờ p4 😢,1
nói thật có ai thấy khó hiểu ko,0
Ý thức chẳng lẽ là thứ có thể bị kiểm soát,1
Zero one như không henshin,1
Ng tạo ra thực tại hiện nay là musk hay còn gọi là ng đc chọn,1
"Tại sao tất cả mn đều đeo kính râm đen kể cả khi trời tối hay trong phòng vậy ạ :""<?",1
Cốt truyện Matrix đỉnh thật sự,2
"nhỡ đâu saiyorn cũng là một ma trận khác, vì smith vẫn thâm nhập được",1
31:12 meme huyền thoại,1
26:05 neo bóp ...chim trực tiếp :)),1
Tình tiết nội dung phim ma trận nó cũng rối y như cái ma trận vậy. 🙃,0
Sờ word ạt on lai:)),1
Các nhà làm phim đã đi trước thời đại từ vài chục năm trước anh em nhỉ,1
"Không biết khi nào có phần 4 nhỉ, hóng quá ?",2
Tội robot,0
"Phần 1: hàng của Neo quá xịn nên bay rất cao.
 Phần 2: tác hại của dùng chương trình crack (người mở khóa), cài lại win tới 6 lần mà vẫn lỗi.
 Phần 3: dùng 2 chương trình diệt virus (neo - smith) nên bị xung đột chương trình phải xóa đi bớt 1 cái mới hết lỗi.",1
Ad làm về dị biệt đi ạ,1
me coi mot clip ma 5 cai quang cao @@,0
"19ph04 cho ai cần , blem blem ^^",2
xem người đọc đã hơn hản mấy video google tran sờ lết trên mạng,2
Khi coi phim cũng hiểu được phần lớn cốt truyện chỉ không biết làm sao thế giới máy móc được phát triển vậy. Giờ thì hiểu rồi.,1
Tui đã mong là zero two cơ :)),2
"Nhiều khi tôi cũng nghĩ giống ông đạo diễn, đang sống một mình trong thế giới chỉ có một mình :))",1
1938999 lượt xem @@@,2
xem lại lần t5 😀,2
Chắc đây là ý tưởng cho các kênh review sau này,1
"2:32 những đòn đánh phi vật lý =))))).Có thể thay bằng:""dựa vào công phu thượng thừa"" :)) dù sao 2 câu này cũng đều mượn vốn từ vựng của tàu khựa :v",1
tiet qua khong co phan moi,0
cái ông đạo diễn học môn suy luận và logic đến kiểm tra 15' cũng 10đ,2
hại não quá,0
Có phần 4 ko tác?,1
"giờ mới biết cốt truyện của phim, tóm tắt hay quá, giờ mới hiểu toàn bộ. Thanks!",2
đoạn đầu là phim hoạt hình j vậy các bạn,1
Má ơi phim này hấp dẫn và trừu tượng vãi đái,2
Phim mô tả thực tại của nhân loại bây h :)),2
Viên thuốc kim cương,1
6’22. Vãi cả gọi tên e Huệ 🤣,1
"Vkl ông ad đẻ ra cốt truyện à . Ai xem 3 phần của matrix đều hiểu chính đạo diễn đã nói loại ng đã đào xới hết tài nguyên và tạo ra 1 siêu robot có khả năng tư duy độc lập và cùng tồn tại. Nhưng sự cố hết tài nguyên dẫn đến ko thể duy trì sự tồn tại của robot nên chúng đã tính đến việc dung nạp hập thụ con ng như những tài nguyên cơ bản , điều đó dẫn đến cuộc chiến chống lại robot và khi chiến thắng robot đã tạo ra các lồng ấp giống như bào thai của con ng và gọi nó là cánh đồng nuôi ng để nuôi dưỡng robot . Ở phần 1 đã giải thích rất rõ ràng thế mà thằng ad này xàm lol quá",1
T lại tưởng nhóm zero 9 :)),2
"Phim mang tính triết lý con người cao quá, xem mãi chưa hiểu hết được ấy :(",0
"Nếu nuôi con người thà nuôi lươn điện, cá chình điện, cá đuối điện còn tốt hơn. Thứ nhất đẻ nhiều, thứ hai tạo điện tốt hơn, thứ ba tốn ít diện tích nuôi và năng lượng để nuôi, thứ tư ko phải tốn thời gian để tạo kí ức giả ko sợ làm phản.",1
Hay xem đi xem lại ma trận,2
Hay,2
xem xong hoang mang ko biết mình có đang trong ma trận ko .cũng thử thoát ra xem dc ko mà ko được.chắc máy móc ko cho ra :V,1
Thế phần 4 đâu ad:)),1
"Viên màu xanh thì vị the the🤔
 Viên màu đỏ thì vị dâu😂😂
 Dễ hiểu anh ta thích vị dâu nên chọn thôi😂😂",2
Nói qua nói lại con người là kẻ khởi đầu tất cả,1
"truyện tranh giới thiệu ở phần đầu video là truyện nào vậy, ai biết chỉ mình với",1
Hmmmmm có khi nào thế giới hiênm tại là một ma trận,1
Á bộ phim mình tìm kiếm biết bao nhiêu năm nay . Ngày xưa nó chiếu trên tivi mà chỉ nhớ 1 cảnh con gì đó chui vào rốn rồi bị mẹ kêu đi ngủ 😁😁,2
Xem hết ah lâu vl,1
bao h mới có phần 4 :'),1
NHƯ HACK,2
"Nhà kiến tạo: Lập trình viên
 Nhà tiên tri: Tool hỗ trợ code
 Neo: Bug khó fix nhất
 Zion: Đống bug khổng lồ
 Smith: Tool quét code",1
Đoạn đầu là phim gì vậy ạ,1
lúc sau niu như leesin ý,1
A dân thuyết minh đọc hay qua,2
2020khac 2021la ko có phim nào khác ngoài ja chỉ có ng chính là phim cuối,1
Phim này hay lắm lâu sem vẫn thấy hay,2
Hoi uoc tui phim hây,2
Kh phải chúng ta cx đang sống trong giả lập ma trận đó chứ,1
Quá hay,2
nếu ko nhầm thì nam chính đã tùng đóng phim người đến tu địa ngục,1
"hóng video phim The Signal, em coi mà chưa thông lắm",1
Xem rồi mà xem bình luận phim lại vẫn hay,2
T xem đéo hiểu gì,0
00:11 Cần lắm một vòng tay… 🛋,1
đoạn đầu ad tự chế à? nếu như ad nói thì lại không giải thích được tại sao khi ra ngoài mọi người lại không cảm nhận được vị của thức ăn. và nhiều cái khác nữa.,1
"Khi mà con người sinh ra không theo tự nhiên mà là do nhân tạo, hơn nữa ký ức lại có thể nạp vào trong đầu thì một lần nữa Cội nguồn lại tạo ra một phiên bản Triniti và đưa trở lại cho Neo. Hoặc đơn giản và nhanh hơn đó là Phẫu thuật thẩm mỹ cho một người bất kỳ, với hình dáng hao hao giống phiên bản gốc, nạp lại ký ức rồi Đưa lại cho Neo cũng được ;)
 Nhanh gọn mà không sợ Neo già quá tuổi",1
,
26:12 ai chọc ad cừi v,1
ủa cái giả lập thì có gì xấu tôi thấy nó cx tốt mà :)))))))),2
phim này khó hiểu nhất trong các phim từng xem:)),1
vai~ cả phim,0
Tội j mayd móc phải nuôi con người như thế. Giết hết là xong. Phim vớ vẩn,0
21:34 xin tên bà này =))),1
coi phim vừa lú vừa thấy hay,2
"Cái ông phản diện ý , ông ấy đóng phim Chúa Nhẫn hả",1
các anh dùng mic nào để thu âm thế ạ,1
Từ đó leesin ra đời,1
Phim đầu video là phim gì ấy nhỉ?,1
Hồi bé xem con bé bẻ cong cái thìa. Bứa nào ăn cơm mình cũng nhìn chằm chằm cái thìa. Bây giờ nhớ lại. Mình cũng 28 tuổi rồi,1
"*8 năm rồi, không biết khi nào mới có phần 4 nhể?*",1
Cuối cùng all chỉ để hoàn thiện ma trận,1
"Aewsome!
 2 tựa phim The Matrix và The lord of the rings xếp vào hạng đỉnh của đỉnh 🥰",2
Bánh cuốnnnnnnn,2
Phim nay tôi xem xong ròi,2
"Tóm tắt phim đỉnh thật, gần như đầy đủ chi tiết",2
tại sao cypher lại vào gặp dc smith trong ma trận mà cả phi hành đoàn ko ai biết? muốn vào phải có tank hoặc ai đó kết nối cho chứ?,1
Làm về cô dâu 8 tuổi đi Phê phim :)),1
Xem xong clip này tự dưng t thấy nghi ngờ về thực tại này quá =))) lẽ nào t cũng đang trong ma trận =))),1
Tao thấy cờ việt nam 1:16,1
Ns xog một hồi. Óc t dell hiểu j,0
Không hiểu tí gì luôn 😅,0
hay quá bạn ơi,2
Hút điếu cỏ mỹ là y chang phim liền,1
Nói nhẹp nhẹp,0
Xem xong mình cũng nghĩ lại không biết thực tại của mình có phải lại là 1 phần của chương trình ảo không,1
Hóng phần 4 vl,2
"Mình chưa hiểu đoạn 5:10 , đoạn này là có thật ko? Neo tỉnh dậy trong lồng là ở đâu vậy, sau đó sao lại dc cứu về tàu @@",1
Phê phim ra video tất tần tật về Cô dâu 8 tuôi đi,1
"Funfact: Nhà làm phim đã tiêu hết số tiền được tài trợ chỉ để làm cái teaser
 Kết quả là được tài trợ thêm nhiều vacalo",1
"Cố lắm nhưng đến phút 26 ngủ gục. Nếu tóm tắt hay phân tích thì chừng 10-15 phút đủ rồi nhỉ.
 Nghe suốt hơn 20 phút, 1 người nói, trừ phi ...",0
"Ko biết phim này có dc chuyển thể từ truyện nào ko? cốt truyện quá phức tạp, nếu chỉ xem phim thì ko hiểu dc phim đang nói về cái gì?",1
Tưởng sẽ hiểu hết về ma trận ( trên pc ) cho tới khi nhìn tên ytb -_-,0
Ad bị dính lưỡi ỏ 🤭🤭,1
"Tất tần tật cô dâu 8 tuổi, please🥺🥺",1
Nhớ hồi nghe nhạc phim 😂,2
Tao đâu đầu thật sự,0
Gọi ten e huệ 😂,1
"Éo hiểu, phức tạp qua",0
"27:13 ngôn ngữ code của Nhật, phản anh khá đúng về cái nền công nghệ thông tin khủng bên đấy sẽ có thể trở thành như trong phim",1
vãi cả 01 sao ko đặt là zero two,0
tóm tắt 3 phần phim trong nửa tiếng =))),2
"tóm tắt phim quá đỉnh.
 Dự là sẽ có một kênh do người xem tự mở kiểu như: phê - phê phim. trong đó các phê-phê phimer có thể trao đổi cảm nhận, đánh giá,",2
Dù sao đi chăng nữa vẫn cứ là tình yêu,2
Keanu Reeves đóng thì đỉnh rồi,2
"Trước kia xem hoài Matrix chả hiểu gì, bây giờ xem video 36p hiểu hết cả 3 phần :v thank Phê Phim!",2
22:12 Que ota?,1
"Từ Zero One, sinh ra một Waifu ai cũng muốn có là Zero Two :)))",2
"Phê phim bậy quá, ai lại chơi recap phim như vậy? Thất vọng thật sự, nội dung càng ngày càng xuống cấp!",0
31:11 meme cười đã ra đời từ đây,1
Từ đó ta có zero two :),2
Nhân vật chính là master phá của trong phim hành động :),2
"cái bản hoạt hình này là của phim hay clip riêng tên gì nhỉ ?
 anh em giúp mình với",1
giờ kênh làm kiểu tóm tắt thế này nữa perfect,2
hay vl,2
28:25 GE R trong jojo này,1
"Sau khi kịp thoát khỏi ma trận, Neo và Tri cho phi hành đoàn ăn cơm chó phát nữa.
 Các phần ngoại truyện làm hay kinh khủng, thích nhất là phần vận động viên, các khung hình mô tả rõ nét sự cố gắng vượt qua giới hạn của anh, đồng thời cho thấy máy móc không thể đo lường được con người.
 
 Trích 1 comment cực chất từ trên youtube: ""Mifune xứng đáng nhận cheat inf đạn."" :))))))))))))))",2
đang hóng matrix 4,2
Đẳng cấp là mãi mãi Video về Ma Trận đạt 1tr lượt xem quá nhanh,2
Phần 1 bỏ con tôm vào bụng,1
H e mới biết đến phim,1
Đạo diễn chơi rất nhiều kẹo.,2
Review phim chi tóm tắt ok nhưng mọi người nên xem mới thấy được cái hay của phim :)),2
Lưỡi đầy,1
viên đỏ công dung như viên xanh nhưng có vị dâu :))),1
Phim hành động giã tưởng hay.,2
Giọng MC có phải là a benjamin ko?,1
Có khi nào mình đang sống trong matrix,1
Một thời mài đĩa anh Lý Hải,1
Mình thấy video của các bạn bị trộm đem lên tiktok,1
"Hơ cái câu: ""Guns, lot of guns"" hình như lặp lại trong John Wick. :)))",2
đoạn nc vs kiến trúc sư xem mãi vẫn k hiểu nổi :v,0
lời cảnh báo cho con người,0
Cái hoạt hình gì vậy ad,1
"Xem đi xem lại các phần, thuộc luôn rồi, nhưng nghe review xong mới hiểu đc tận gốc gác của",1
21:53 bà vợ đi ra ngoài chơi quên mặc sịp hay s âyd,1
Phân tích phim trên kênh này hay quá mình sẽ subscribe,2
Thì ra velkoz hủy diệt là con mực,1
1:27 may là diệt zero one chứ mà chạm tới zero two của tuu là ko ổn đâu,1
Phim rất nhiều meme :v,2
Lưỡi ngắn nói nghe buồn cười vcl :v,0
"Wait, is that Dark age of Technology ? =)))",2
Nhiều lúc cũng ảo tưởng như là mik sống trong một thế giới ảo :)),1
"Tại sao trong thế giới thực, Neo lại có siêu năng lực?",1
Ad làm về phim Thiên thần bóng tối đi ạ,1
"smith sau khi trờ về thực tại, bị hói đầu và trờ thành người dẫn chương trình của kênh china uncensored",1
giờ con người ở dưới lòng đất rồi,1
méo hiểu gì hết :))))),0
Bao h có phần 4,1
"hiểu hơn khi xem phim rồi,thank thớt",2
"tóm tắt phim giống phê phim không giống như các kênh tóm tắt trá hình gần đây. Nó không hủy hoại giá trị bộ phim mà thậm chí nó còn giúp cho nhà sản xuất khi mà sẽ có những người chưa xem các phần trước, cảm thấy không muốn ra rạp; sau khi xem video của PP lại thích và muốn xem phần tiếp theoo",2
Đẳng cấp ,2
"Xem đi xem lại 5 lần film rồi , mà giờ xem tóm tắt mới hiểu rõ về film",2
Tâm ..cũng là ma trận...Tham ..sân ..si..có phải là ma trận ko...??,1
Bộ phim làm liên tưởng cr7.,1
Tuyệt,2
"cách để nhân bản: Ctrl C, Ctrl V",1
Đây sẽ là tương lai của loài người,1
Xem ko tùa phát nào :)),2
Đã xem 3 phần,1
mấy phim hoạt hình tên là gì đấy ad ơiii,1
Xem nhanh quá cũng chả hiểu gì 🤪,0
ông này là lưới ngắn nc k hết lời🙁,1
Rất chi tiết. Tks tác giả,2
hack não quá :(,0
Chờ phần 4 20 năm rồi,1
ông tổ của review phim :))))),2
"Đọc vội quá
 30:07 ""và hắn muốn đổi đôi mắt của nhà tiên tri""",1
Giống Dark Age of Technology :)) trong Búa Chiến 40000 thế,1
28:51 nhìn giống agito,1
vậy con người sai ha,1
26:06 Jotaro: đệ của tao đấy,1
20:02 á đù Lý Tiểu Long à,1
1:09 ah shit zero one,1
Cái khởi nguồn nghe vớ vẩn nhỉ. Loài người như một lũ ngu hiếu chiến vậy.,0
Hay ! Rất hay !,2
:> tiện qá xá tiện,2
"3:51 wtf,tay anh làm gì thế",1
"1:06 nghe mà chán ,người máy muốn thương lượng hòa bình thì không",0
Cho mình hỏi đoạn đầu thuộc phim nào ạ,1
Ngắn lưởi,1
Chưa đầy 5phut mà tới 2 cái quảng cáo,0
Người viết ra kịch bản này thì đầu óc phải thuộc dạng siêu nhiên rồi =)),2
Mọi chuyện tồi tệ đều do tánh người ngu dốt gây ra !!!,0
4:57 viên màu xanh không biết ntn nhưng chắc chắn viên màu đỏ chức năng giống viên màu xanh và có thêm vị dâu,1
Phim tên gì vậy ạ?,1
Bọn robot này vs robot terminator thì ai thắng nhỉ?,1
xem rồi nhưng xem lại tóm tắt để hiểu rõ hơn,2
"xem 3 phần phim mới hiểu mơ hồ, nay xem review mới hiểu tường tận:)) Review nó ở cái tầm👍",2
xin link phim,1
đúng là tuy vậy nhưng biết thế nào là ảo,1
Có khi nào chúng ta đang sống trong ma trận,1
Đã hiểu hết. Cảm ơn kênh,2
Muốn xem phim này thì phải xem ở đâu,1
một trong những cảnh đánh nhau trong mưa hay nhất,2
phim lâu rồi vẫn mang tính thời sự! giờ tui thấy người ta bắt đầu phụ thuộc vào AI rồi,1
Hiểu rất sâu về phim nên mới tóm tắt hay vậy được. Cảm ơn nhiều.,2
Phê phin ra video tất tần tật về phim: 'cô dâu 8 tuổi' đi ạ. Tks ad♥️♥️,2
Bánh cuốn vãiii,2
phần 2 làm tôi nghĩ đến minecraft,1
Review quá hay.,2
Xem video này mới hiểu,2
"Xem 3 tập của phim này ko biết bao lần, ngày xưa còn xem cả đĩa nhạc lồng phim mà vẫn chẳng hiểu gì. Giờ mới hiểu. Kinh điển thật",2
Oh shit gái nhật thật là đáng sợ,1
cai video dau la anime ha moi nguoi,1
Kênh tóm tắt phim quá đỉnh,2
Ai ủng hộ phê phim ra video gồm tất tật của phim cô dâu 8 tuổi nào 👍,2
Dink vlin,2
Co phan 4 chua ae?,1
"Xem đến 3-4 lần ms hiểu, hồi trc xem 1 lần kết luận phim như cc chỉ đc cái đáng nhau vs kĩ xảo, nhưng xem lần thứ 3 ms thấy hay",2
cảm ơn Phê Phim đã làm rõ về film Ma Trận <3,2
phim hoạt hình là phim j đấy,1
Hay thực sự,2
Phim rất hay,2
Xem thử kamen rider zero one đi,1
Tất tần tật cô dâu 8 tuổi đi ạ,1
Review ảnh chế đi ad. Haha,2
Zero one giống kamen-rider zero one,1
Công nhận phim xem lại rất nhiều lần vẫn hay và lôi quốn chất lượng phim sắc nét,2
