Comment,Label
"Đầu mấy đứa này méo có não,kg ra đám ôn gì hết",0
Chúc anh thiện nhiều sức khỏe nha,2
Biết bao nhiêu mới vừa,1
mình từng làm rồi bạn ơi,1
Gương anh đang đi là gương gì vậy anh,1
Nói chuyện vô duyên,0
Chiếc clip từ tháng 1 và nay là tháng 6 mới Air :))),1
Tôi rất bức xúc khi tôi thực hiện thí nghiệm đầu tiên không thành công dù tôi là đã làm đúng theo thằng này chỉ,0
hiện tại đang thi công cây cầu Mỹ Thuận 2,1
Rất rất rất tuyệt vời!,2
mình cũng thấy vậy,1
Tui vừa chia tay bạn trai xong nghe bài hát này lại có người tỏ tình 😘😘🥰🥰🥰hihi,2
Cố gắng luyện b nhé.,2
Giống như người bạn cuba vậy đó họ dành cả buổi để xếp hàng đi mua đồ,1
Thối lắm các đại ca ơi!,0
Nghề gạch là vất vả rồi,1
Chắc bọn nó tưởng hay,0
Tụi trong đây chắc IQ cao lắm đây mới nghĩ ra nhiều cách để nổi tiếng,0
Quán ăn này ấm lòng đấy,2
Tính đăng kí kênh nhưng thấy chữ năn nỉ nên thôi😂,0
Cố máy này lạc hậu lắm rồi năng suất kém chất lượng kém,0
Cảm ơn Minh nhiều nhé,2
Chào cô,1
Nhìn ngon quá ❤,2
"Ông quá láo, nói chuyên với người già thì nói đàn hoàng chứ bớt câu view",0
xấu vl,0
Có đẹp đâu,0
Nể mấy người quay những thước phim này.,2
lúc anh nêu cảm nghĩ của sashimi mắt anh cứ trừng lên nhìn hài thật :))),2
Nghiện bài này l Á 💕,2
Đi với bồ chớ đâu 😂,1
KHOAI dể thương quá,2
Da qua,2
"Dạ em Khoai hạn chế ăn tinh bột và dầu mỡ trong các bữa cơm hằng ngày, ăn nhiều rau xanh, rau luộc và thực phẩm có nhiều chất xơ nữa. Vì ăn ít dầu mỡ nên em Khoai bổ sung thêm bằng cách uống dầu cá. Dạ còn này nữa, bữa ăn hằng ngày em ăn cũng ít gia vị và ít muối nữa,",2
Hay lắm đó ❤❤❤❤,2
Tui vẽ với nghe nhạc này cảm thấy rất chill nha❤,2
bức xúc thật sự.,0
Kênh này là của Thắng cháu của Khoa ( Hanoifood ) à,1
8:44 Nhìn như thạch konnyaku làm từ củ khoai nưa ^^,1
iu anh Khoai,2
Hay vai of,2
"Ngày nào còn công sản, dân chúng vẫn còn chịu những thảm cảnh đau thương.",0
Tội cho cô gái bị cấm bay vĩnh viễn. Chỉ 1 phút nông nổi mà cả đời cũng k còn cơ hội sửa sai,0
dung de chs game rat tuyet,2
Xem rồi thấy ghê,0
Hay cực kỳ luôn,2
"Co chứ em, hong biết thì có chi google",1
tờ giấy sáng như đảng v :v,1
Nhìn nấu ăn ngon zay biết ngay là xinh gái rùi... Yêu quá,2
mong là có bảo hiểm,1
Giọng đọc truyền cảm quá 😊,2
anh ơi máy em để qua đêm là nó sụt pin,1
Mất nết,0
Muốn mua 5k cũng được nhưng phải tránh lúc chưa mở hàng và đông khách,1
Có nên bật chế độ tiết kiệm pin thường xuyên để pin lâu hết k ạ,1
"Mình đã từng sinh sống 1 thời gian bên Nhật,xếp hàng hình như là thói quen rồi,họ rất văn minh lịch sự...",2
Cảm ơn Bạn đã có món ăn tình người trong cuộc sống này.,2
Nghịch lý ông nội vô dụng trong trường hợp bạn quay về quá khứ để thu thập và ghi nhớ thông tin và không tác động vào nó .,1
"Mỗi xung dao dộng qua lại giữa các mức lượng tử khác nhau định hình nên một hạt cơ bản, lực liên kết yếu và trọng lực của nó, bí ẩn của không thời gian nằm hết ở đó.",1
xin code gái ơi 😅😅😅,1
"Giờ em hiểu sao bố em ghét Tiktok rồi
 Em cũng có hạp đâu, thích Youtube thôi",0
De nghi xoa,0
Ai biết kênh của nó không,0
Giờ kinh tế phát triển thịt lợn cả làng ăn có dì mà hệ gớm mà quay du tút thường thôi sữa nghèo giờ mới có hay khe,0
Đúng. Nhàm,0
Đi Trung Quốc đi khoai,1
nhớ a quaaaa,2
Thủ thuật hút người xem,0
K nay bi cam roi sao kg nghe noi huong dan cach lam dung tao lao,0
Nờ ô nô mắt chạy quá,0
"Năm 1999 tại cung đường Ngã 4 Thủ Đức - Ngã 4 Bình Thái , cũng ngồi sau , cũng nằm vẩy đuôi cá , khi ngó lên thấy nguyên cái đuôi container cảm giác như đang đứng dưới chân núi 😂 , may thằng bạn cũng nài cứng , thời đó đa phần đi Cam Xăng Nồi , sang hơn sổ trái Max . Giờ lớp trẻ chạy kinh quá 😂",1
bệnh này là bệnh hoạn,0
Ngồi nín thở cho tới khi a reppp,1
Hay quá,2
Rất buồn,0
nghe để ngủ đi ae,1
Kênh hay rất ý nghĩa,2
Trung tâm hoàng chốp nên mở 1 điạ điểm nữa ở nội đô hanoi 😊,1
Quá xuất sắc .,2
cam rơn bạn nhớ,2
vl thanh niên đi dậy đời chương trih,0
Cái này bù cái khác bạn ạ,1
Quản cáo nhiều wa,0
Giao rồi thêm cách đỡ sao cho hiệu quả ạ,1
bởi vậy chưa bao giờ choi tik tok,0
sao lôn,0
anh giản rất hay nhưng hơi nhỏ :D,2
Màu cu vẫn nam tính mạnh mẽ hơn. Cũng tùy mỗi người thik 1 kiểu.,1
oke Bro ơi,2
Hay quá cuối cùng cũng bị lên án,0
Hiệp đen ăn mặc nhìn cứ phèn phèn,0
"đây là biến thể nhỉ, tại bản tui đọc nhiều đoạn khác lắm, nhất là kết cục của Theseus",1
Thích xem kênh này lắm. Mình theo dõi hơn 2 năm nay rồi,2
Khoai dang lang thang ỡ chợ hãi sãn bên nhật khoai ăn nhìn mà chảy nước miếng toàn hãi sãn ngon,2
Mong a Khoai có dịp làm Vlog về Thụy Sĩ 💕💕,1
BỆNH HOẠN,0
xem thì biết bạn :P,1
ngon quá cảm ơn bạn đã chia sẻ chúc kênh ngày càng phát triển,2
Qua hay ngay nao cua nghe,2
lương tâm của nô như con c**,0
rồi sao đi đăng kiễm,1
Quảng cáo cái tổ cha nó,0
Chầm kảm,0
Văn minh lịch sự thanh lịch chứ ai như bạn mở mồm ra đã thấy vô duyên rồi. 🤷,0
vào kênh mình xem các món ăn nhé,1
"Cái bóp vỏ chanh nguy hiểm quá...
 Cháy hết mẹ tóc tôi rồi",0
Khi đt lọt vào tay những kẻ thần kinh,0
hihi rất CHill luôn,2
"Đói bụng ,ngon quá",2
Em xin cấu hình máy a ạ,1
Phật giáo ta chỉ tu lòng từ chứ không phải loại thánh thiện gì.Lên ae đừng nghĩ quá nhiều,1
Híhí ❤️,2
Đi rồi mà.,0
"Mã cung thủ chơi cận chiến, anh Archer màu đỏ nào đó rất thích điều này:))",1
"Nghe mà chill không thể tả. Nhịp điệu nhẹ nhàng, nhạc thì nhẹ nhàng. Làm người nghe nhẹ nhõm cả người, không còn áp lực. Cảm ơn vì đã làm ra bài hát hay như vậy.😊😊",2
Phim khó hiểu vl,0
quá nà hay nuôn ad,2
"Coi rất nhiều video cũng tập làm rồi mà không lần nào ổn, cho tới khi thấy video này và quyết định làm theo 1 lần nữa và mình khá bất ngờ vì nó vừa dễ mà lại ngon nữa omg. Tặng bạn 1 sub ♥",2
nhạc rất hây,2
Chịu :)) chắc lại thích nghịch bẩn từ nhỏ,0
Tiktok như con dao hai lưỡi,0
đứng trước gatling của hậu chúng sinh bình đẳng,1
anh mới đi ngang qua nhà em kìa:>,1
Bro thích nghe speed up à,1
Đà lạt phát triển đến mức có hồ bơi nhân tạo,1
Làm lòng ta xao xuyến ❤❤❤ giọng ấm làm ta lạc vào mơ mộng❤,2
Mất đạo đức,0
"mong anh ra nhiều video hơn để xem,",2
quay phố đen đó đi ăn quài ko chán à,0
Cảm ơn A- Bổ ích dễ hiểu bản chất kt đ tác và gọn rõ sâu mọi tư thế đánh bóng.,2
30:50 có mấy bé giơ tay ✌️ kìa,1
Day đc sao không đi thi đấu,1
Ok,2
Làm chuyến đi tây bắc đi anhhh Thiện mong chờ anhhh,1
Pay màu (￣^￣),0
hay đó ad ơi,2
một kẻ giết người được tôn sùng nãn,0
Anh sẽ làm,1
Nói cứng đơ đơ đéo muốn xem,0
"hộp đó hộp cơm bạn ơi :)) lấy cái bịch nước ấm lên còn dính cơm quanh bịch kìa, đầu bếp còn lấy cơm trong đó ra nữa :))) cá đâu ra mà mục đích giữ độ tươi của cá :)) cmt như thiệt vậy chời :)))",0
Dung ai tha tim cho no 👎🖕,0
Toàn ko não mà,0
cho người ta ăn mà làm vậy á,0
"Người Nhật có lòng tự trọng cao, thuê 1 đầu bếp sushi 15 - 20 năm kinh nghiệm đến làm cho 1 nhà hàng đạo nhái, ăn theo họ không làm đâu",1
một cái ngu thật sứng đáng,0
anh từ hiện mà sỉ nhục bà cụ như thế,0
"chỉ cần cái méo mèo meo gì liên quan tới thuyết minh, tui khẳng định giọng này chắc thắng",2
sao kenh cj lai co logo FG the nhi ?,1
Sao không thấy người ngồi sau vậy a 😆😍🥰,1
Má ơi nhức nách,2
Chả thấy đẹp chỗ nào đâu 😕,0
Mình bên nhật muốn ăn được 1 tô phở phải đứng đợi. 2 3 tiếng đồng hồ😅,0
yo WTF?!?!?!?!?!?!,0
cảm ơn bạn tôi nhiều nhé,2
Đau đầu với cái lũ này,0
Tôi biết ông này=)))),1
hayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,2
"1giây bình thường 
 2giây xong trầm cảm =))",0
Nghe nhạc của AD xong học bài là chuẩn bài rồi đấy Bro ạ,2
Tây chay nó đi,0
@Góc Chill hủm có chi,2
Quá tuyệt vời!,2
Gạch sx ở đâu vậy ad?,1
Lâu lắm ko ra video cô ơi,1
Đjt mọe moày,0
"Kênh ""Thú Vui Ba Miền"" cũng nhảm nhí, toàn là diễn rồi đặt tiêu đề câu view",0
cái ảnh giống hệt mình :)),1
Đúng là bó tay,0
"Ở chuẩn cấu hình mạnh nhất hiện nay thì ok , còn cấu hình bình thường bật cái đó khỏi chơi",1
"Mot nguoi viet ban nhanh gap 3,4 lan nguoi nhat",0
1 thứ vũ khí hoàn hảo,2
Hôm nay nghe nhạc anh em ạ,1
Hay lắm ạ ❤❤,2
"Bệnh hoạn, kinh tởm",0
Co 2cach xem xem vi hieu ky va xem de nhan thuc,1
@Đô La Lê <br>Vâng ạ,1
Thi xong rồi khỏe ha Tú,2
"về thôi , nghỉ ngơi rồi nở rộ tiếp",1
Chúc anh thành công,2
Đẹp chỗ nào trời 😏😏,0
Tai nạn ngay đó 1 ng tử vong đó anh 1 người gãy tay 😢,1
ahihi cảm ơn Bro nhiều nhá,2
"1 kênh rất giá trị , chúc kênh bạn phát triển nhanh ^-^",2
"Dạo này nghe bài này hơi nhiều, hay ghê",2
Quê nội của e ở đó đó a,1
Mêêêêêêêê!!!!!!!!!!!!!!******,2
Tím này tươi rồi.,1
@Ken Ken kênh yt bệnh hoạn,0
"Tùy người thôi bạn, mình cũng khá thích disney mà. Không phải lo đâu 😊😊😊",1
Nghe bài này mà nhớ ny quá huhuhuh,2
cái này là bản cover à,1
Fan không bao giờ tắt mạng dơ tay 😁,1
"Các món nhật ngon quá,chúc ngon miệng🎉",2
"đcm bro , bro có biết khi nghe nhạc này , tôi nhớ nyc ko hả :((((((((((((((",1
Rat nguong mo nhung nguoi an duoc do song😊,2
Xin tên,1
Quá xa bạn,1
anh Khoai ăn khoẻ mà vẫn gầy thế nhỉ? 😁,2
Ghê quá,0
Nhân văn quá 😢,2
sao r ban,1
điên,0
là sao nhỉ giải thích cho t được ko ?,1
hay,2
"Phim Gửi tất cả em, những người yêu tôi với phim Gửi em, người tôi đã yêu đi, cũng nói về đa vũ trụ đấy :)",1
Tởm,0
Bôc phet.tao thây cay van no an bo cap,0
"Học hết 14 video, đảm bảo lên nhiều bóng",1
"Cảm ơn anh đã làm music video tại Mường Chà - Điện Biên , điểm xã Sá Tổng còn nghèo , để mọi người cùng hiểu hơn về cuộc sống học tập tại miền núi",2
Phải nói là ko chơi game thì mua đt làm gì,1
"Nhìn ngon và dễ quá, mình sẽ trổ tài nấu đãi bà xã tối nay . Cám ơn bạn , chúc kênh bạn phát triển mạnh.",2
Cảm ơn kênh có bài khái quát dễ hiểu ❤❤❤,2
"Các bro hãy đeo tai nghe nhá,hay lắm đóoooo",2
immm,0
nhìn biến thái kinh khủng .,0
"Dạ anh ơi, anh cho em hỏi thời gian, địa điểm buổi workshop ạ",1
Nghẹn cổ = chết,0
nhạc hay quá,2
Oẹ,0
"K cần siêu xe, k cần hột girl, lấp lánh kim cương, tuyệt vời!",2
Nhà không có gì ngoài xe 😆,2
Là hao nhanh hơn,1
ko hiểu bạn ấy đang làm cái gì nữa,0
Cảm ơn a Đen❤❤❤,2
anh chơi valorant thử đi anh,1
quá hay,2
"Ăn uống, ngoài đồ ăn thích hợp thì không gian nơi ăn đóng một vai trò quan trọng trong việc tạo sự thoải mái trong việc thưởng thức các món ăn. Ở Nhật thì khó kiếm được một không gian thoải mái khi đi ăn uống, đa số quán ăn rất nhỏ và chật chội",0
Văn hóa đang bị đảo ngược ở xã hội hiện tại. Tung hô những thứ ko đâu.,0
Yên a làm hết bao nhiu ạ,1
Buổi tối vui vẻ nha anh Lợi,2
nhạc bao hay luôn nghe lúc đang buồng là muốn khóc luôn á,2
Có mấy anh áo vàng chú ý thì có.,1
Cảm ơn Đen ❤,2
Nghe mà cứ rưng rưng,2
Sẽ tẩy chay kênh nếu cn để giọg đọc ntn,0
dân giang hồ mà cung có phan và nhiều người hâm mộ như các vỵ lãnh tụ ấy nhỉ xh giờ lạ quá,0
Mê bài này v,2
"dạ cái thạch mà anh Khoai có nói trong video là Konnyaku ạ, hay còn gọi là Khoai nưa á anh. Người nhật thích ăn khoai nưa đó lắm ạ.",1
"Thực sự là quá hay luôn, mong anh ra thật nhiều video hướng dẫn học python với c++ nhiều nữa anh nhé. Trong tương lai kênh này chắc sẽ rất rất phát triển á",2
"Từ khi kinh doanh là không còn video nữa.
 Nếu kinh doanh bán đồ, thì bạn dừng kênh này đi. Vì không có thời gian làm video.
  Đừng để người xem phải chờ, buồn vì đăng lại video cũ.😓
 Ý kiến cá nhân thôi ạ.",0
Việt Nam bây giờ tham ô từ nhà nước xuống tời chủ tịch xã .ô uế,0
thằng biến thái,0
Anh khoai đi Thailand đi anh,1
Độc nhất tại Việt Nam,1
nhớ hồi nào a còn làm video đuổi bắt:),1
chỉ có bọn óc chó . đú đởn mới phàn nàn .,1
Nghe nhạc của Đen Vâu phải nghe nhiều mới thấm được ❤❤❤❤,2
Tàn độc !,0
Chính xác luôn😂,2
"Hay , êm ái và hình đẹp thư giãn giọng trầm ấm kéo từng đoạn 1 cách nhẹ nhàng",2
đạo đức vừa thôi.,0
nhìn ngon quá,2
Xuất sắc ạ ❤,2
Thôi m khỏi từ thiện luôn đi,0
VD chất lượng .,2
"Trời ơi, xem mà xúc động quá ạ. cám ơn vì bài hát và tất cả mọi thứ . mọi thứ đều ý nghĩa.",2
Anh cũng nghe bài Cấm Nghe của Acy à? E mê bài đó lắm,1
những người như thế này tử hình,0
Có 1 loài bên cali sống ko cần nước nhé 😂,1
@Dung Doan bé tôn gay :)),0
"Bên a hoàn có bảo dưỡng, sửa chữa xe không ạ. Hay chỉ chuyên về độ xe",1
ranh con mà láo toét . xem đến đoạn này mà phát bực,0
Mình cũng dùng 3 cái mà thấy bin có bao giờ hết đâu,1
Toàn rác,0
"Trời đẹp 😨 ,thằng nào nói đẹp tao trách gu thằng đó nặng lắm, nhìn ko giống trai thẳng trúc nào 😨😬",0
Người dẫn chương trình sao trông hãm thế ? Giọng lại khó nghe nữa !,0
xạo quá add ơi ! y tế nào lương 24tr thế ?,0
Tởm 😡,0
Do ánh sáng đó em,1
Nghiệt súc,0
Sinh ra nơi khó khăn nó khổ thế đấy!,0
"Sao cứ phải lo hết pin vs chai pin nhỉ ! Hết thì sạc, chai thì thay. M mua nó về để m dùng nó chứ phải để nó dùng m hay ngắm đâu.",1
Giọng đọc truyền cảm quá 🎉,2
"Em ơi ,bố mẹ em chết em của em chết chắc cũng chẳng ai biết, còn em quay clip này mà ở bên nước ngoài ý ,anh có ý kiến là em ăn xong thì nói giá cả nha , chứ không đi nhiều quay nhiều quá lại không cần tính tiền",0
Mấy bạn này như kiểu tiến hóa ngược ý nhỉ bất chấp nổi tiếng rồi làm trò khùng điên luôn ý trời nhìn mà khó chịu thiệt,0
Ủa anh:)))),1
Đáng lên án r,0
hk đăng ký luôn á 🤣,0
nghe dơ thật :(,0
BÓ TAY TOÀN LOẠI CHẴN RA GÌ KHEO.KHOANG CHẴN RA GÌ,0
Trong truyện là thấy họ tách đũa bằng răng á. Anh thử xem,1
sợ quá,0
Thank Bro nhiều nhá,2
Láo ,0
Tâm thần phân liệt nó thế,0
Quá giỏi 🏆,2
Đúng vậy nha,1
thank bạn nhá hihi,2
Kênh j á :)),1
video xem rất hay ❤️,2
1 cái video mà đăng đi đăng lại đến phát mệt,0
"Có cần phải thêm chủ đề mới hay không vậy.
 Khoai ...
 Đi ăn rồi cứ diễn tả món ăn, thấy rất là nhàm chán.",0
Muon duoc mua va ban lai 20000 lemotdong,1
"@lam bui chúng ta nên gọi là, :con dễ nhun.?trên thế gian này (chỉ có mỗi mình nó thôi a.!??i",1
Hiện giờ nước ngập mà đi chi em trai,1
Hình như xóa clip r,0
còn tiktok bây giờ có rất nhiều trend phản cảm và có những trend có thể gây nguy hiểm đến tính mạng ( có thể dẫn đến giết người hay làm cho người khác bị trầm cảm hay bị ảnh hưởng tâm lý khi xem và làm theo các trend trên tiktok).,0
"Cảm ơn bạn nhé, ủng hộ Ad tiếp nha",2
Hay quá thầy Hoàng ơi!,2
Nhìn bạn làm sao thấy đơn giản quá nhỉ mà hấp dẫn vô cùngCảm ơn bạn nhé,2
Chi bằng bộ mâm thôi em 😁,1
Sao ko bắn cao tốc luôn,1
nghe đi nghe lại thuộc luôn cả lời rồi,2
mình cũng thắc mắc cái đó,1
hay lém á,2
Nói chung 1 bộ phim sẽ ko dc gọi là đạo nhái nếu nó nổi tiếng và lấy đc lồng ng xem hơn bản gốc và t thừa nhận điều này là đúng 👍,1
Hay,2
"Câu từ và giai điệu rất ý nghĩa, nghe bài hát này làm mình yêu đời hơn rất nhiều ❤",2
Họa họa họa,0
chill quá,2
Nghe lần đầu phát ngiện l,2
Để vài tháng là thịt thôi chứ làm gì.,1
Chế độ nguồn thấp tự nhiên bật tiết kiệm pin,1
Nổ ít thôi mấy ông mõm.,0
Cảm ơn Bro của tui nạ,2
anh quay bằng go mấy vậy anh,1
nhìn kinh vãi,0
ôi cái thời loạn lạc,0
hay,2
Ok nhé bro,2
bác sĩ mất dạy,0
Tmúa hmề,0
Không đẹp lắm,0
Mãi iu anh❤❤❤❤❤❤,2
Ở đâu có nhiều dầu bẩn vậy ác quá,0
Cảm ơn bạn! video hay quá.,2
chào sếp nhá,1
Video hay quá ạ,2
"Khỏi phạt tù , bắt tụi nó ăn 10 năm những thứ đó đi",0
coi bài này lúc đi chơi nghe chill vcl,2
"hay quá bro , giọng êm có lên có xuống có nhấn giọng giọng trầm giúp thư giản chúc bro hãy làm những âm nhạc hay hơn nữa",2
Vô nhà mình chơi bạn mình gàn thung lũng tình yêu 😊,1
Toàn đạo đức giả,0
Buôn bán thấy ham ghê😅,2
có thấy heo lợn j đâu v deo bắt đầu sàm,0
Làm gạch vất vả lắm mà lương thì thấp,1
nếu ai cũng bán hàng thế này thì các công ty- nhà máy xunh quanh vùng đó sẽ trả lương thấp,1
"5k mà nhìn chất lượng đấy, tuy có nhiều option nhưng nếu so với giá thì đúng là đáng tiền ăn",1
Giọng thuyết minh ❤❤❤❤❤❤❤❤❤,2
Do Úc chỉ dạy mà có.,1
Tôi muốn thanh cà khịa trở lại,1
Hello cj top 1,1
hay vãi,2
vid cuốn quá anh ơii,2
bếp dầu thời bao cấp cùng thời đôt đèn dầu,1
Bé Tôn gay đc lên sóng kìa :)),0
"@Hoàng chí bảo Mới học thấy lú, cảm ơn bạn",1
Bắt nhốt không nói nhiều với những loại bệnh hoạn này 😠,0
Nhìn hiệp bán than như hà mã,0
Trẩu vãi,0
​@Cậu vàng Toxic Vô duyên,0
"Quá đẹp ,quá xuất sắc không biết giá thế nào thôi",2
Chill:>,2
Thời Mạt Pháp. Tất cả những gì Thích Ca Mâu Ni nói về thời mạt pháp đã hiện diện gần như đầy đủ trong xã hội này.,0
Cho e hỏi áo khoác a đang mặc có tên là gì vậy,1
Người Việt Nam chúng ta giỏi quá,2
Benh hoan,0
Cái đồ xúc phạm ng già,0
Anh đi hoi mệt thì mua hủ sữa ensua loại 45-50k uốn trước ,1
ọe xấu ghê,0
đã thiếu kiến thức mà cứ thích thể hiện :))),0
"AI cũng tốt, mình đang dùng laravel rồi Django tự học được, chỉ là muốn Thầy giáo dạy thử xem có huyền cơ gì không :)))",1
"Video làm dễ hiểu, súc tích, nguyên liệu phổ thông. Nói chung là 10/10",2
vô liêm sỉ,0
ai quan tâm:),0
ui chuẩn bài luôn Bro ơi ahihi,2
Tui cũng bị ))):,1
Dạo này ko thấy anh đi ex,1
Vd siêu dài quá đã😮,2
Dúng là vô văn hoá,0
Hay quá! Vừa nghe là nghiện 🥰😍,2
giống y hệt mấy quán sữa chua ở hạ long,1
Nhớ ngày xưa thật xưa nghèo mà vui,1
ai chỉ mình cách xóa ứng dụng pyton không,1
Luật pháp VN cần có những hình phạt thật nghiêm với những video phản cảm,0
Nhà nghèo ăn khổ quá,0
Xem lại. Chả muốn xem,0
Dạy thêm ngôn ngữ khác đi anh,1
Máy của em ko bao giờ nóng luôn,1
uk,1
Quê bình yên vui vẻ,2
Lâu rồi e ko có về nội của e,1
cái thiệu ứng âm thanh tách tách hoài nghe khó chịu ghê,0
Cảm ơn Bro ạ hehe,2
"K phải nấu ,cũng k phải nướng mà là nung gạch😁",1
clip văn minh quá,2
đi Trung Quốc đi anh,1
mình cực kì thích văn hoá và ẩm thực ở nhật mong rằng sau này có cơ hội trải nghiệm ❤,2
"Chúc chị sớm đạt 50k sub ạ, coi kênh của chị cuốn thật sự í",2
nhạc mà nghe mãi thôi chill :),2
ý thức tồi,0
Đi đôi thì phải để balo o trước 😅😅,1
Lộn xào,0
" dự đoán của các nhà khoa học thì nó gần như là chắc chắn,cái thiếu của họ là 1 hình ảnh thực tế.trải qua biết bao thời gian nghiên cứu họ đã đưa ra kết quả dự đoán như vậy,cái thiếu của họ là 1 công nghệ để xác thực về nó.",1
Hên quá tôi k phải Hướng Nội mà là ở bên Nội lẫn Ngoại :))),1
Mạng xã hội Tik Tok xem cho vui thì được nhưng đừng có làm theo kẻo hối hận không kịp,0
Ko co may cai ngao da nay thi sao top 1 co tien mak song,0
Hay 10 điểm🎉,2
sao cái phép nhân của em là nó lặp lại 22 lần á anh,1
sao chú kia làm cá ko đeo găng tay nhỉ,1
mấy ai được như vậy ??,1
"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ",0
đẹp quá anh ơi,2
nghe la me,2
"mình ko còn thích Khoai như lúc trước nửa,đi ăn đồ ngon cái mặt cứ nghên nghên lên,sao ko quay cho mọi người xem cảnh đẹp nghững nơi Khoai đến",0
"2 cái riêng biệt thôi em, anh đặt cạnh nhau thôi",1
Vậy là 1 tuần 2 video rồi😁,1
Tuyệt vời quá anh ơi ! !,2
Mới coi hòi nải,1
Nhi đồng mất não làm về thần thoại ai cập đi,1
Vừa ra video là xem liền,2
Anh đi độc hành hả anh,1
Hay quá chú Đen ơiiii,2
Bài này hay quá tôi không muốn coi mở trong bên dừng lại bài búp bê đậu đại học tôi sẽ nhớ bài này mãi mãi,2
vl gần nhà,1
Thích à nha,2
Điều đó cũng tương tự như nhà máy gạch mà bạn tôi đã đưa tôi đến khi tôi ở Cần Thơ.,1
Su ban nha,0
May thằng khung,0
chúng mày bị điên à 😒,0
hay dữ pesxi ơi,2
chuẩn bài rồi đấy Bro ạ,2
um đi ngủ sớm ko quen,1
Xoá í,0
"nhạc anh Đen không chỉ giải trí mà còn có tính cộng đồng, quá ý nghĩa <3",2
giải trí phết,2
Ngon quá nhưng ở xa không thể về ăn được .sao không giới thiệu địa chỉ rõ ràng vào như là quay mặt trước của hàng cho rễ tìm,1
An uong ma cung PHAI xep hang....khong bao gio co TUI😁😁😁mua mi goi voi Trung ga ve an la xong 😁😁😁,1
Chú em mấy năm gần đây xuống sắc quá,0
Khóa mích rất đáng,0
"Theo lời Phật dạy thì chẳng có phân biệt quốc gia, lãnh thổ,...",1
"Cảm ơn bạn đã chia sẻ video món thịch kho tiêu nhìn rất ngon và hấp dẫn , chúc bạn và gia đình nhiều sức khỏe an lành hạnh phúc ạ,mong được đồng hành cùng bạn ạ",2
đi chơi còn bỏ quên cả não ấy,0
Cảm ơn bạn nhé ủng hộ AD tiếp nha,2
ôi thích ăn quá đi à em,2
- Adu gay :)))),0
óc chó đi dậy đời,0
uầy dài thế=))) cảm ơn anh Văn Vở nhá =3,2
Tao đâu đầu thật sự,0
Xạo phải không,0
Lại nhạc của free fife,0
kiếm tiền mua sáp dầu xịn thì lại k đơn giản tới vậy,1
ăn tầm bậy đau bụng chết 😂,0
Biết là khen nhiều r nhưng mà edit mặn thực sự =))),2
bẩn bựa vlon 😤,0
Kính cẩn nghiêng mình trước Đen Vâu! Chúc bạn luôn tràn trề năng lượng...,2
Lâu quá a khoa mới ra video mới😢😢,1
Phú le hát hay cũng ở đây à,1
chuẩn bị đón chờ mùa nhiệt miệng lưỡi :v,1
Gần nhà Ngoại mình. Yêu lắm cơ,2
"Đã thử, ngon lắm ạ. Cảm mơn bạn đã chia sẻ ❤",2
Chị ơi chị mà đọc truyện tiên hiệp là khỏi chê luôn đó❤❤,2
Tô như vậy là nhiêu tiền vn a ?,1
Nhớ quá những ngày thơ bé.,1
ahihi ủng hộ AD tiếp nhé Bro ơi,2
:)))) ok Bro ơi,2
Chào em,1
Đủ 10 like xóa kênh👍👍👍,1
Đúng đúng mắc ói vãi,0
Cảm ơn Idol nhá nhá,2
Sao a khoai ra clip lâu vậy ạ,0
"Đợi 30’ đã đói cồn cào rồi, chỉ chịu 😂😂😂",0
làm nhiều hơn đi hóng quá,2
Ok từ lần đầu tiên,2
Thật kinh tởm!,0
"hướng nội là người thích sự yên bình, thích tập trung và không bị xao nhãng, họ sẵn sàng giao tiếp khi cần và trả lời câu hỏi khi được hỏi.",1
Đi tây ninh đi anh tối đẹp lắm,1
quá hay ,2
tội bà quá thằng ý xứng đáng bị trừng phạt,0
hoa cỏ lau của ad đã hay nay lại có cả bản loop 1h nữa🥺🥺 quá tuyệt nun ạ,2
Like cho mn :),2
Đỉnh quá dạ,2
Ăn đụng là gì vậy ạ mn,1
Chỉ buồn vì những người lợn dụng phật giáo để chuộc lợi,1
Chả lá xương xông thì là có mùi dầu hỏa chứ kg phải do người ta chiên bằng dầu hôi đâu nhé,1
Bài viết và giọng đọc thật hay và dễ hiểu. Cảm ơn tác giả và cộng sự về clip này!,2
Rất thích anh Hoàng độ xe. Một ngày gần nhất sẽ đưa xe lên anh làm,2
"Hay quá ❤ và êm ái nhẹ nhàng, mình thích. 😍",2
Xuất sắc Hoàng ơi. Cám ơn nhiều. Chúc Hoàng nhiều năng lượng ra clip!,2
Anh cho em hỏi bao nhiêu vậy anh ?,1
Tuổi trẻ bay màu theo =),0
tao bẻ cổ mày luôn ấy,0
"Mình dùng thấy YouTube là hao pin nhất , có phải không mấy bạn?",1
Có bài nào học bài k bạn ❤,1
anh mập lên kìa 😅🤣🤣,0
nghĩ lực vãi ò,2
Bữa nào đi đèo Tân Thanh đi anh,1
Kinh khủng v,0
tởm!,0
Ác quá dã manquá 😡😡😡,0
Haizz,0
"Bạn ơi, sao nó lại báo ko tìm đc vậy mà trong khi đó thì lại có folder",1
Mong kênh của T bay xớm,0
